Name,Category,Description,Website,Email,Phone,Address,City,State,Zip,Source_URL
Drip Coffee Bond Hill,,,https://dripcoffeebondhill.com/,Email available (Cloudflare protected),513-429-5446,4930 Reading Road,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/drip-coffee-lounge/
Dynamic Business Group,,,https://funding.wufoo.com/forms/dynamic-business-group-llc/,Email available (Cloudflare protected),513-582-9006,3650 Woodford Rd,Cincinnati,OH,45213,https://thevoiceofblackcincinnati.com/black-owned-business/dynamic-business-group/
Earth's Precious Jewels Literacy & Fitness Academy,,,https://earthspreciousjewels.wixsite.com/epjlfa,Email available (Cloudflare protected),513-319-0249,4600 Vine Street,Cincinnati,OH,45217,https://thevoiceofblackcincinnati.com/black-owned-business/earths-precious-jewels-cincinnati/
Eastern Personnel and Staffing Services,,,https://www.easternhires.com/,Email available (Cloudflare protected),513-421-4666,619 Central Avenue,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/eastern-personnel-services/
Eddie's Southern Style BBQ and Catering,,,http://eddiesbarbque.com/,Email available (Cloudflare protected),859-525-0771,8310 Dixie Hwy,Florence,KY,41042,https://thevoiceofblackcincinnati.com/black-owned-business/eddies-southern-style-bbq-and-catering/
"Edibles-n-Such, Inc. Catering",,,http://ediblesnsuch.com,Email available (Cloudflare protected),513-381-8390,6008 Wooster Pike,Cincinnati,OH,45227,https://thevoiceofblackcincinnati.com/black-owned-business/edibles-n-such/
Elevation Beauty,,,https://elevationbeautyllc.com/,Email available (Cloudflare protected),(513) 880-2107,2692 Madison Road,Cincinnati,OH,45208,https://thevoiceofblackcincinnati.com/black-owned-business/elevation-beauty/
Eleven/22 Vegan,,,https://www.eleven22vegan.com/,Email available (Cloudflare protected),513-721-0700,660 East McMillan Avenue,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/eleven-22-vegan/
Elite Kingdom Kids Childcare,,,https://www.facebook.com/growingthekingdom,Email available (Cloudflare protected),513-317-2552,97 Mulberry Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/elite-kingdom-kids/
Eliza Jane’s Online Bakeshop and Food Truck,,,https://www.ejsbakes.com,Email available (Cloudflare protected),(513) 823-9423,1811 Elm Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/eliza-janes-bakeshop/
Emerging Spirit Counseling Services,,,https://www.emergingspiritcounseling.com/,Email available (Cloudflare protected),513-788-1766,1882 Roosevelt Ave,Cincinnati,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/emerging-spirit-counseling-services/
EMH Enterprises,,,https://www.facebook.com/cincinnaticommercialcleaning/,Email available (Cloudflare protected),513-550-1935,8230 Galbraith Point Lane,Cincinnati,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/emh-enterprises-llc/
Empathy Home Healthcare,,,https://www.facebook.com/profile.php?id=100087660101320,Email available (Cloudflare protected),(513) 873-5668,7505 Reading Rd.,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/empathy-home-healthcare/
Encounter Wellness MHS,,,https://www.encounterwellnessmhs.com/,Email available (Cloudflare protected),513-682-3200,4932 Wunnenberg way STE B,West Chester,OH,45069,https://thevoiceofblackcincinnati.com/black-owned-business/encounter-wellness/
Environmental Safety Solutions,,,https://theessinc.com/,Email available (Cloudflare protected),513-825-2885,10045 Springfield Pike,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/environmental-and-safety-solutions-inc/
Epic Event Gallery,,,https://www.epiceventgallery.com,Email available (Cloudflare protected),513-224-0662,811 Race Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/epic-event-gallery/
Epiphany HR Solutions,,,http://www.epiphanyhrsolutions.com,Email available (Cloudflare protected),513-288-2302,10296 Springfield Pike,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/epiphany-hr-solutions/
Esoteric Brewing Company,,,https://esotericbrewing.com/,Email available (Cloudflare protected),513-214-1987,918 E McMillan Street,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/esoteric-brewing-company/
Eurie Realty,,,https://www.facebook.com/people/Eurie-Realty/100047312094858/,Email available (Cloudflare protected),513-271-0990,6008 Madison Rd,Cincinnati,OH,45227-1818,https://thevoiceofblackcincinnati.com/black-owned-business/eurie-realty/
Exklusive Jewels,,,http://www.exklusivejewels.com/,Email available (Cloudflare protected),513-913-9036,6123 Argus Road,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/exklusive-jewels-llc/
Exposure Best Photography,,,https://www.exposurebest.com,Email available (Cloudflare protected),513-833-5520,185 Magnolia Ave,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/exposure-best-photography/
Exquisite Events by Amanee,,,https://www.eventsbyamanee.com/,Email available (Cloudflare protected),513-926-2326,8216 Princeton Glendale Rd,West Chester,OH,45069,https://thevoiceofblackcincinnati.com/black-owned-business/exquisite-events-by-amanee/
Facility Management & Planning Services,,,https://www.fmpsllc.com/index.html,Email available (Cloudflare protected),513-706-2572,2218 Burnet Avenue,Cincinnati,OH,45219,https://thevoiceofblackcincinnati.com/black-owned-business/facility-management-planning-services/
Fast Track Training Center,,,https://www.fasttracktrainingllc.com/,Email available (Cloudflare protected),513-818-8128,1102-A West Kemper Road,Cincinnati,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/fast-track-training-center/
Fill More Waste Less Zero Waste Company,,,https://fillmorewasteless.com/,Email available (Cloudflare protected),513-390-2873,1813 Elm Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/fill-more-waste-less/
FinanciallyU,,,https://financiallyu.com/,Email available (Cloudflare protected),513-341-8529,6238 Montgomery Road,Cincinnati,OH,45213,https://thevoiceofblackcincinnati.com/black-owned-business/financiallyu/
Fitness 1o1,,,https://www.fitness1o1.com/,Email available (Cloudflare protected),513-464-8980,7051 Yankee Road,Liberty Township,OH,45044,https://thevoiceofblackcincinnati.com/black-owned-business/fitness-1o1/
Flavors of the Isle Catering,,,https://www.flavorsoftheisle.com/,Email available (Cloudflare protected),513-301-0131,1807 Elm Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/flavors-of-the-isle/
Flex Fitness Personal Training Boutique,,,https://flexfitnesspersonaltrainingboutique.business.site/,Email available (Cloudflare protected),513-620-8383,9402 Towne Square Avenue,Blue Ash,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/flex-fitness/
Fly by Nature,,,https://www.theflybynature.com/,Email available (Cloudflare protected),513-304-9924,1606 Race Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/fly-by-nature/
Frazier Homes,,,https://www.frazierhomes.com/,Email available (Cloudflare protected),513-889-4000,8366 Princeton Glendale Rd Suite B3,West Chester,OH,45069,https://thevoiceofblackcincinnati.com/black-owned-business/frazier-homes/
Freetown Pharmacy,,,https://www.facebook.com/profile.php?id=61565812835798,Email available (Cloudflare protected),(513) 376-7635,5082 Glencrossing Way,Cincinnati,OH,45238,https://thevoiceofblackcincinnati.com/black-owned-business/freetown-pharmacy/
Galerie on 12th Boutique Furniture Store,,,https://www.facebook.com/SouthBeachFurniture513?mibextid=ZbWKwL,Email available (Cloudflare protected),513-834-8833,522 East 12th Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/galerie-on-12th/
Game Time Budgeting,,,https://www.gametimebudgeting.com/,Email available (Cloudflare protected),513-813-3275,260 Northland Boulevard,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/game-time-budgeting/
Garden of Wellness Massage Therapy,,,https://www.massagebook.com/therapists/GardenOfWellness,Email available (Cloudflare protected),513-823-9355,432 Ray Norrish Drive,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/garden-of-wellness/
Glovon & Clovon Engineering Consulting,,,http://www.gncengr.com,Email available (Cloudflare protected),(513) 254-7124,"415 West Court Street, Suite E",Cincinnati,OH,45203,https://thevoiceofblackcincinnati.com/black-owned-business/glovon-clovon-engineering-consulting/
Good Brothas Bar and Grill,,,https://www.facebook.com/GoodBrothas6700/,Email available (Cloudflare protected),513-521-0919,6700 Savannah Ave,Cincinnati,OH,45239,https://thevoiceofblackcincinnati.com/black-owned-business/good-brothas-bar-and-grill/
GO(O)D Company Apparel,,,http://www.GoodCoApparel.com,Email available (Cloudflare protected),513-621-4663,7875 Montgomery Rd,Cincinnati,OH,45236,https://thevoiceofblackcincinnati.com/black-owned-business/good-company-apparel/
Goodie's Southern Style BBQ,,,https://goodiesbarbeque.com/,Email available (Cloudflare protected),(513) 264-1631,7440 Hamilton Ave,Cincinnati,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/goodies-southern-style-bbq/
GPD Creative Agency,,,https://www.facebook.com/createwithgpd,Email available (Cloudflare protected),513-429-4554,6809 Main Street,Cincinnati,OH,45244,https://thevoiceofblackcincinnati.com/black-owned-business/gpd-creative-agency/
Grace + Grit Spa,,,http://www.graceandgritskin.com,Email available (Cloudflare protected),513-818-3010,6712 Montgomery Road,Cincinnati,OH,45236,https://thevoiceofblackcincinnati.com/black-owned-business/grace-grit-spa/
Grace Health Scrubs,,,http://www.gracehealthscrubs.com,Email available (Cloudflare protected),513-429-4184,,Cincinnati,OH,,https://thevoiceofblackcincinnati.com/black-owned-business/grace-health-scrubs-llc/
Graceful Grins Pediatric Dentistry,,,https://www.gracefulgrinspd.com,Email available (Cloudflare protected),513-824-8886,7915 E Kemper Rd,Cincinnati,OH,45249,https://thevoiceofblackcincinnati.com/black-owned-business/graceful-grins/
"Ground Zero Electric, LLC",,,http://www.thevoiceofyourcustomer.com/,Email available (Cloudflare protected),(513) 866-8685,311 Elm Street Suite 270-1590,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/ground-zero-electric/
GT Industrial Supply,,,http://www.gtindustrialsupply.com/,Email available (Cloudflare protected),513-771-7000,7775 East Kemper Road,Cincinnati,OH,45249,https://thevoiceofblackcincinnati.com/black-owned-business/gt-industrial-supply/
Gwen's Gleam,,,https://gwensgleamllc.com/,Email available (Cloudflare protected),513-276-5294,4588 Lakes Edge Apt 1,Chester,,45069,https://thevoiceofblackcincinnati.com/black-owned-business/gwens-gleam-llc/
Habesha Ethiopian Restaurant,,,https://sygebehiwot123.wixsite.com/habesharesturant,Email available (Cloudflare protected),513-429-4890,5070 Crookshank Rd,Cincinnati,OH,45238,https://thevoiceofblackcincinnati.com/black-owned-business/habesha-ethiopian-restaurant/
Hard Ta Knock Shoppe,,,https://www.facebook.com/HARD2KNOCKSHOPPE/,Email available (Cloudflare protected),513-221-4273,1327 Hopple St,Cincinnati,OH,45225,https://thevoiceofblackcincinnati.com/black-owned-business/hard-ta-knock-shop/
Have An Epiphany Event Planning,,,http://www.ihaveanepiphany.com,Email available (Cloudflare protected),513-818-3213,5876 Deerfield Road,Milford,OH,45150,https://thevoiceofblackcincinnati.com/black-owned-business/have-an-epiphany-llc/
Heads Up Trading Co.,,,https://headsuptc.com/,Email available (Cloudflare protected),513-580-8733,2701 Spring Grove Ave,Cincinnati,OH,45225,https://thevoiceofblackcincinnati.com/black-owned-business/heads-up-trading-co/
"Health Care Resources Plus, Inc.",,,https://healthcareresourcesplus.com,Email available (Cloudflare protected),513-954-0099,791 East McMillan Street,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/health-care-resources-plus-inc/
Hearts of Passion School of Learning,,,http://heartsofpassionschooloflearning.com,Email available (Cloudflare protected),513-787-0053,10999 Reed Hartman Highway,Cincinnati,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/hearts-of-passion/
Herban Vegans,,,http://herbanvegans.com,Email available (Cloudflare protected),513-485-0241,3715 Madison Rd,Cincinnati,OH,45209,https://thevoiceofblackcincinnati.com/black-owned-business/herban-vegans-pan-cultural-cuisine/
Heroes Rise Street Dance Academy,,,https://www.heroesrisecincinnati.com/,Email available (Cloudflare protected),513-307-1749,4324 Homer ave. Cincinnati OH 45227,Madisonville,OH,45227,https://thevoiceofblackcincinnati.com/black-owned-business/heroes-rise-street-dance-academy/
Hightowers Petroleum Co.,,,https://www.hightowerspetroleum.com/,Email available (Cloudflare protected),513-423-4272,700 Walnut Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/hightowers-petroleum-co/
Honest Locksmiths,,,https://www.facebook.com/people/Honest-Locksmiths-LLC/100089484640677/,Email available (Cloudflare protected),513-673-0367,5632 View Pointe Drive,Cincinnati,OH,45213,https://thevoiceofblackcincinnati.com/black-owned-business/honest-locksmiths/
Honey Child Artisan Pops,,,https://www.honeychildpops.com,Email available (Cloudflare protected),513-800-0911,1719 Elm St.,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/honey-child-artisan-pops/
Humble Bee Childcare Learning Center,,,https://www.humblebeechildcare.com/,Email available (Cloudflare protected),513-671-2500,72 E Crescentville Rd,West Chester,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/humblebee-childcare-learning-center/
Hydro Wellness and Detox,,,https://www.hydrowellnessanddetox.com/,Email available (Cloudflare protected),513-499-2302,311 Nilles Road,Fairfield,OH,45014,https://thevoiceofblackcincinnati.com/black-owned-business/hydro-wellness-and-detox/
Hygienic Cleaning Services,,,https://www.hygieniccleaningservice.com/,Email available (Cloudflare protected),513-353-8153,44310w eighth street apt 4B,Cincinnati,OH,45238,https://thevoiceofblackcincinnati.com/black-owned-business/hygienic-cleaning-services/
I Love to Agree Event Planning,,,http://ilovetoagree.com/,Email available (Cloudflare protected),513-678-0937,8721 Colerain Avenue,Colerain Township,OH,45251,https://thevoiceofblackcincinnati.com/black-owned-business/i-love-to-agree-llc/
Illustrious Cleaning Solutions LLC,,,https://sites.google.com/illustriouscleaningsolutions.com/home/about-us?authuser,Email available (Cloudflare protected),513-795-2415,PO Box 24454,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/illustrious-cleaning-solutions/
IMEC Training Complex,,,https://imec.me/,Email available (Cloudflare protected),513-824-2941,Helping youth and young athletes prepare for Division 1 sports and adults achieve their personal fitness goals,Lockland,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/imec-training-complex/
"IMGBAT – Jewelry, Art & Engraving",,,https://imgbat.com/,Email available (Cloudflare protected),513-463-6290,25 Village Square,Glendale,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/imgbat-2/
Indulju Relaxation Boutique,,,http://www.indulju.com,Email available (Cloudflare protected),513-888-1400,10748 Reading Road,Cincinnati,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/indulju-relaxation-boutique/
"Innate Insights Counseling and Coaching,",,,https://headway.co/providers/kristin-vaughn-2?utm_source=pem&amp;utm_medium=direct_l,Email available (Cloudflare protected),(513) 426-6630,6809 Main St. #124,Cincinnati,OH,45244,https://thevoiceofblackcincinnati.com/black-owned-business/innate-insights-counseling-and-coaching/
Innovative Labor and Cleaning Services,,,https://www.facebook.com/InnovativeLaborandCleaning/,Email available (Cloudflare protected),513-981-1287,4903 Vine Street,Cincinnati,OH,45217,https://thevoiceofblackcincinnati.com/black-owned-business/innovative-labor-and-cleaning-services/
InoarG Yoga Studio,,,https://inoarg.com/,Email available (Cloudflare protected),513-407-3027,5827 Bramble Ave,Cincinnati,OH,45227,https://thevoiceofblackcincinnati.com/black-owned-business/inoarg/
Inspire Salon and Boutique,,,https://www.facebook.com/InspireSalonAndBoutique/,Email available (Cloudflare protected),513-541-5700,6120 Hamilton ave. College Hill business district,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/inspire-salon-and-boutique/
Inspired Fashion,,,https://www.inspiredfashion40.com,Email available (Cloudflare protected),(859) 360-1343,827 Madison Ave,Covington,KY,41011,https://thevoiceofblackcincinnati.com/black-owned-business/inspired-fashion/
Integrative Health and Sports Medicine,,,https://www.integrativesports.com/,Email available (Cloudflare protected),513-446-1906,9403 Kenwood Rd.,Blue Ash,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/integrative-health-and-sports-medicine/
Invito Personal Chef,,,https://www.invitopersonalchef.com/,Email available (Cloudflare protected),513-746-8233,5501 Hamilton Ave,Cincinnati,OH,45223,https://thevoiceofblackcincinnati.com/black-owned-business/invito-personal-chef/
Island Frydays,,,https://www.islandfrydays.com/,Email available (Cloudflare protected),513-498-0680,5835 Hamilton Ave,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/island-frydays/
Jackson ILyas Therapy Solutions,,,https://www.psychologytoday.com/us/therapists/felisha-teanna-jackson-ilyas-muslimah-cincinnati-oh/1203071?msockid=2f59741b4b7f64853a5961ff4ad26502,Email available (Cloudflare protected),(513) 446-5048,PO Box 14634,Cincinnati,OH,45250,https://thevoiceofblackcincinnati.com/black-owned-business/jackson-ilyas/
Jakoba Consulting,,,http://www.jakobaconsulting.com,Email available (Cloudflare protected),513-652-5269,5660 Rapid Run Road,Cincinnati,OH,45238,https://thevoiceofblackcincinnati.com/black-owned-business/jakoba-consulting-llc/
Jamal Maxsam Consulting,,,http://jamalmaxsam.org,Email available (Cloudflare protected),513-986-5352,"621 S. Erie Blvd, Hamilton OH 45011",Hamilton,OH,45011,https://thevoiceofblackcincinnati.com/black-owned-business/jamal-maxsam/
Janel Lee Photography,,,https://janelleephotography.com,Email available (Cloudflare protected),513-549-0030,18 West 7th Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/janel-lee-photography/
Jazzy Sweeties Bakery,,,https://www.jazzysweetiesbakery.com/,Email available (Cloudflare protected),513-492-2535,1006 E McMillan,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/jazzy-sweeties-bakery/
Jennifique Lashes Brows Beauty,,,https://jennifiquebeauty.com/,Email available (Cloudflare protected),513-365-2163,6219 Montgomery Road,Cincinnati,OH,45213,https://thevoiceofblackcincinnati.com/black-owned-business/jennifique-lashes-brows-beauty/
JetAbout Travel,,,http://www.jetabouttravel.com,Email available (Cloudflare protected),513-602-7294,7747 Fancycab Court,Cincinnati,OH,45231-6093,https://thevoiceofblackcincinnati.com/black-owned-business/jetabout-travel/
JJ Residential Design and Drafting Services,,,http://www.jjdraftingservice.com/index.html,Email available (Cloudflare protected),513-487-9612,P.O. Box 6744,Cincinnati,OH,45206,https://thevoiceofblackcincinnati.com/black-owned-business/jj-drafting-service-llc/
JL Tillman Insurance Agency,,,https://www.jltillmaninsurance.com/,Email available (Cloudflare protected),513 225-7488 or 513-733-8732,PO Box 62602,Cincinnati,OH,45262,https://thevoiceofblackcincinnati.com/black-owned-business/jl-tillman-insurance-agency/
Jonnie's Hair Care Hair Salon,,,http://jonnieshaircare.com/,Email available (Cloudflare protected),513-510-4130,7600 Hamilton Avenue,Mount Healthy,OH,45231,https://thevoiceofblackcincinnati.com/black-owned-business/jonnies-hair-care/
Joseph Clark Gallery - Arts of Africa,,,http://www.JosephClarkGallery.com/,Email available (Cloudflare protected),513-351-8111,4038 Hamilton Avenue,Cincinnati,OH,45223,https://thevoiceofblackcincinnati.com/black-owned-business/joseph-clark-gallery/
"Journey Steel, Inc.",,,http://www.journeysteel.com/#home,Email available (Cloudflare protected),513-731-2930,7660 Production Drive,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/journey-steel/
Junebug Jewelry Designs,,,https://junebugjewelrydesigns.com/,Email available (Cloudflare protected),513-568-8408,1327 Vine Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/junebug-jewelry-designs/
Just Cookin BBQ,,,https://justcookinbbq.com/,Email available (Cloudflare protected),513-641-3663,1144 California Avenue,Cincinnati,OH,45237,https://thevoiceofblackcincinnati.com/black-owned-business/just-cookin-bbq/
Just Love Coffee Cafe,,,https://justlovecoffeecafe.com/oh-cincinnati-colerain-township/,Email available (Cloudflare protected),513-501-1010,9894 Colerain Ave,Cincinnati,OH,45251,https://thevoiceofblackcincinnati.com/black-owned-business/just-love-coffee-cafe/
Just Q'in,,,http://www.justqin.com,Email available (Cloudflare protected),513-477-6322,"975 E. McMillan Avenue, Cincinnati, OH 45206",,,,https://thevoiceofblackcincinnati.com/black-owned-business/just-qin/
J&W Bar-B-Que Restaurant,,,https://www.facebook.com/JWBarbq/,Email available (Cloudflare protected),513-578-9870,5646 Montgomery Rd. 45212,Cincinnati,OH,,https://thevoiceofblackcincinnati.com/black-owned-business/jw-bar-b-que/
"JWGraham Speech Therapy Services, LLC",,,https://www.jwgrahamspeech.com,Email available (Cloudflare protected),513-813-7284,PO Box 42034,Blue Ash,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/jwgraham-speech-therapy/
Kaptivative HR Solutions,,,https://www.kaptivative.com,Email available (Cloudflare protected),(513) 999-1038,311 Elm Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/kaptivative-hr-solutions/
Katch the Kitchen Restaurant & Bar,,,https://www.talech.com/biz/ordering/470380/KATCH-THE-KITCHEN-RESTAURANT-NORTHSIDE-OH#/menu,Email available (Cloudflare protected),513-873-6866,4172 Hamilton Avenue,Cincinnati,OH,45223,https://thevoiceofblackcincinnati.com/black-owned-business/katch-the-kitchen-food-truck-restaurant-bar/
Kavod Bethel African and Caribbean Market,,,https://kavodafricanmarket.com/,Email available (Cloudflare protected),(513) 578-3802,5582 Eureka Drive,Hamilton,OH,45011,https://thevoiceofblackcincinnati.com/black-owned-business/kavod-bethel-african-and-caribbean-market/
KeKe's Publishing,,,https://kekespublishing.com/shop/,Email available (Cloudflare protected),513-477-3014,516 Linn St. Suite 607 LINNcinnati Building,Cincinnati,OH,45203,https://thevoiceofblackcincinnati.com/black-owned-business/kekes-publishing/
Kept House Estate Sales,,,http://www.keptestate.com/,Email available (Cloudflare protected),513-609-4731,"994 Dana Avenue, Unit 3",Cincinnati,OH,45223,https://thevoiceofblackcincinnati.com/black-owned-business/kept-house/
Key Spot Event Center,,,https://keyspotapp.com/event-center,Email available (Cloudflare protected),(513) 376-6451,10088 Springfield Pike,Cincinnati,OH,45215,https://thevoiceofblackcincinnati.com/black-owned-business/key-spot-event-center/
Kickbacks Sports Bar and Nightclub,,,https://www.facebook.com/KICKBACKSCINCY,Email available (Cloudflare protected),513-832-2365,8087 Vine Street,Cincinnati,OH,45216,https://thevoiceofblackcincinnati.com/black-owned-business/kickbacks-sports-bar/
Kilimanjaro African Heritage Fashion,,,https://www.yelp.com/biz/kilimanjaro-african-heritage-cincinnati,Email available (Cloudflare protected),(513) 221-0700,310 Ludlow Ave,Cincinnati,OH,45220,https://thevoiceofblackcincinnati.com/black-owned-business/kilimanjaro-african-heritage/
Kingdom Family Dentistry,,,https://drmswope.com/,Email available (Cloudflare protected),513-742-2322,772 Waycross Rd.,Forest Park,OH,45240,https://thevoiceofblackcincinnati.com/black-owned-business/kingdom-family-dentistry/
KIP Roofing And Construction LLC,,,https://www.facebook.com/profile.php?id=61562307077530&amp;mibextid=ZbWKwL,Email available (Cloudflare protected),513-200-5739,6008 Madison Rd,Cincinnati,OH,45227-1818,https://thevoiceofblackcincinnati.com/black-owned-business/kip-roofing-and-construction-llc/
Kiwavi HQ Meeting Space,,,https://www.kiwavihq.com/,Email available (Cloudflare protected),470-344-3889,1805 Elm Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/kiwavi-hq/
Kolored on Purpose,,,https://getkoloredonpurpose.com/,Email available (Cloudflare protected),513-652-0069,1448 Ambrose Avenue,Cincinnati,OH,45224,https://thevoiceofblackcincinnati.com/black-owned-business/kolored-on-purpose/
"KP Heating and Cooling, LLC",,,https://kpheatingandcooling.com/,Email available (Cloudflare protected),(513) 498-0955,P.O. Box 19031,Cincinnati,OH,45219,https://thevoiceofblackcincinnati.com/black-owned-business/kp-heating-and-cooling-llc/
Kunimura Mitchell & Co. CPA's,,,http://www.kunimuramitchell.com/,Email available (Cloudflare protected),513-791-8090,4444 Carver Woods Drive,Cincinnati,OH,45242,https://thevoiceofblackcincinnati.com/black-owned-business/kunimura-mitchell-co-cpas/
KVC Law Firm and Consulting LLC,,,https://www.kvclawfirm.com,Email available (Cloudflare protected),(513) 549-6246,539 Liberty Hill Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/kvc-law-firm/
Najoli Learning Group LLC,,,http://www.NajoliLearningGroup.com,Email available (Cloudflare protected),513-508-3866,P.O. Box 7112,Cincinnati,OH,45205,https://thevoiceofblackcincinnati.com/black-owned-business/l-danyetta-najoli/
Labors of Love Counseling and Consulting,,,https://www.thelaborsoflove.com/,Email available (Cloudflare protected),513-294-8114,969 Reading Rd.,Mason,OH,45040,https://thevoiceofblackcincinnati.com/black-owned-business/labors-of-love/
Latisha's Magik Boutique,,,https://tishweave.weebly.com/,Email available (Cloudflare protected),513-432-1984,230 Northland Blvd Suite 225,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/latishas-magic-beauty-shop/
Licia Thompson Coaching &amp; Consulting,,,https://www.liciathompson.com/,Email available (Cloudflare protected),513-445-8363,P.O. Box 498882,Cincinnati,OH,45249,https://thevoiceofblackcincinnati.com/black-owned-business/licia-thompson/
LifeSource Christian Life & Mental Health Coach,,,http://www.lifesource.coach,Email available (Cloudflare protected),513-737-2200,5577 Eureka Drive,Fairfield Township,OH,45011,https://thevoiceofblackcincinnati.com/black-owned-business/lifesource-christian-life-mental-health-coaching/
London's Hair Food,,,https://londonshairfood.com/,Email available (Cloudflare protected),513-568-0652,PO BOX 18183,Fairfield,OH,45018,https://thevoiceofblackcincinnati.com/black-owned-business/londons-hair-food/
LoVe Nightclub,,,https://www.loveonfourth.com/,Email available (Cloudflare protected),513-818-5058,138 W 4th Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/love-nightclub/
Love Photography Studios,,,https://www.shotbylove.com/,Email available (Cloudflare protected),513-848-0143,6809 Main Street Unit #46,Cincinnati,OH,45244,https://thevoiceofblackcincinnati.com/black-owned-business/love-photography-studios/
Love That Hair Salon,,,https://www.lovethathair.org/,Email available (Cloudflare protected),513-834-7516,11561 Chester Road,Cincinnati,OH,45246,https://thevoiceofblackcincinnati.com/black-owned-business/love-that-hair/
Lovely Yoni’s,,,https://www.facebook.com/lovelyyonisllc/,Email available (Cloudflare protected),513-889-7885,5202 Montgomery Road,Cincinnati,OH,45212,https://thevoiceofblackcincinnati.com/black-owned-business/lovely-yonis/
M.T.A.P. Clothing,,,http://morethanapussy.com,Email available (Cloudflare protected),513-461-2125,1513 Vine Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/m-t-a-p-clothing/
Magnificent Morsels Catering,,,https://www.mmcaterz.com/,Email available (Cloudflare protected),513-652-5531,1719 Elm St,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/magnificent-morsels/
Mahogany Home,,,https://www.mahoganyhhh.com/index.html,Email available (Cloudflare protected),513-402-0496,2400 Reading Road Suite 139,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/mahogany-home-health-and-hospice/
Make.Do. Yarn and Fabric Store,,,https://www.heymakedo.com/,Email available (Cloudflare protected),513-370-3707,6200 Montgomery Road,Cincinnati,OH,45213,https://thevoiceofblackcincinnati.com/black-owned-business/make-do/
Make It Plain Consulting,,,http://mipcllc.com/,Email available (Cloudflare protected),513-421-2300,1212 Sycamore Street,Cincinnati,OH,45202,https://thevoiceofblackcincinnati.com/black-owned-business/make-it-plain-consulting-llc/
